method,scenario,simulation,speed,runs,mean_error,std_error,mean_search_time,std_search_time
Surge-Spiral,House06,"1,2-5_slow",slow,5,3.988948,0.282084,78.047643,18.157840
Surge-Spiral,House06,"1-4,5_fast",fast,5,2.152622,0.372964,43.833939,1.455641
Surge-Spiral,House06,"1-4,5_slow",slow,5,2.538643,0.569293,60.152463,8.283145
Surge-Spiral,House07,"1,3-5_fast",fast,5,0.905481,0.042065,150.903862,18.001718
Surge-Spiral,House07,"1,3-5_slow",slow,5,1.501021,0.215061,36.085036,1.677031
Surge-Spiral,House07,6-1_fast,fast,5,0.802875,0.042511,62.164105,6.453975
Surge-Spiral,House07,6-1_slow,slow,5,3.281821,0.593851,80.948869,16.297309
Surge-Spiral,House08,"1,3-7_fast",fast,5,0.879100,0.056722,231.639079,12.488831
Surge-Spiral,House08,"1,3-7_slow",slow,5,1.134499,0.097012,50.173392,5.419024
Surge-Spiral,House08,"8,7-6_fast",fast,5,0.795597,0.028328,179.132964,17.326956
Surge-Spiral,House08,"8,7-6_slow",slow,5,0.815028,0.069804,150.372294,12.912555
Surge-Spiral,House09,"6-2,5_fast",fast,5,0.760050,0.016495,243.682790,19.884924
Surge-Spiral,House09,"6-2,5_slow",slow,5,0.837309,0.060859,41.550432,1.237698
Surge-Spiral,House09,"6-7,3_fast",fast,5,0.922194,0.034357,365.903929,88.945641
Surge-Spiral,House09,"6-7,3_slow",slow,5,0.875206,0.063882,38.303952,1.803123
Surge-Spiral,House10,"1-3,2_fast",fast,5,1.189204,0.100712,81.632791,15.914810
Surge-Spiral,House10,"1-3,2_slow",slow,5,1.743069,0.327326,136.962978,8.441861
Surge-Spiral,House10,"2,3-1_fast",fast,5,0.927956,0.039390,240.389953,13.486060
Surge-Spiral,House10,"2,3-1_slow",slow,5,1.828923,0.294223,127.129572,18.271339
Surge-Spiral,House11,"1-2,3_fast",fast,5,1.218550,0.120882,68.965249,12.386433
Surge-Spiral,House11,"1-2,3_slow",slow,5,1.334939,0.257436,96.603734,13.784383
Surge-Spiral,House11,3-2_fast,fast,5,1.261714,0.078670,101.933409,19.267918
Surge-Spiral,House11,3-2_slow,slow,5,2.013621,0.286609,186.793040,17.379961
Surge-Spiral,House12,"4,6-1_fast",fast,5,1.457050,0.224601,65.365156,8.902683
Surge-Spiral,House12,"4,6-1_slow",slow,5,1.331851,0.188991,79.788078,13.998915
Surge-Spiral,House12,"6,7-1_fast",fast,5,1.128627,0.114590,68.795462,14.205254
Surge-Spiral,House12,"6,7-1_slow",slow,5,2.149718,0.338390,146.683954,12.850493
Surge-Spiral,House13,"1,3-6_fast",fast,5,2.544062,0.475143,67.123425,13.601324
Surge-Spiral,House13,"1,3-6_slow",slow,5,2.050511,0.400940,80.239571,10.323275
Surge-Spiral,House13,"2,3-4,6_fast",fast,5,1.239143,0.133120,48.952066,4.641288
Surge-Spiral,House13,"2,3-4,6_slow",slow,5,2.245624,0.167241,87.054351,12.535742
Surge-Spiral,House14,"1,2-4,5_fast",fast,5,2.096632,0.402399,54.405820,6.316767
Surge-Spiral,House14,"1,2-4,5_slow",slow,5,3.178638,0.326349,73.880982,13.665759
Surge-Spiral,House14,"3,4-2,6_fast",fast,5,2.479138,0.546561,47.754686,2.350210
Surge-Spiral,House14,"3,4-2,6_slow",slow,5,2.444538,0.439860,69.138119,14.797142
Surge-Spiral,House15,"1,2-3,4_fast",fast,5,2.861713,0.541614,59.447653,8.026381
Surge-Spiral,House15,"1,2-3,4_slow",slow,5,3.881963,0.235843,85.015379,16.598992
Surge-Spiral,House15,"3-1,2_fast",fast,5,1.721921,0.258170,40.865263,1.729921
Surge-Spiral,House15,"3-1,2_slow",slow,5,2.146070,0.368156,52.500055,3.703986
Surge-Spiral,House16,"1,2-4,5,6_fast",fast,5,1.758163,0.343414,55.391821,4.645439
Surge-Spiral,House16,"1,2-4,5,6_slow",slow,5,3.277339,0.259237,97.320365,18.479221
Surge-Spiral,House16,"3,4,5-2_fast",fast,5,1.593678,0.289210,44.253351,1.759002
Surge-Spiral,House16,"3,4,5-2_slow",slow,5,1.641067,0.200146,60.167916,11.202953
Surge-Spiral,House17,"3,6-1_fast",fast,5,1.586739,0.193969,78.567018,13.101244
Surge-Spiral,House17,"3,6-1_slow",slow,5,1.506271,0.255040,116.980579,10.891724
Surge-Spiral,House17,"4,6-1,2_fast",fast,5,1.238697,0.163355,63.968659,7.981080
Surge-Spiral,House17,"4,6-1,2_slow",slow,5,1.879687,0.258675,101.484951,19.465692
Surge-Spiral,House18,"1,2-4,5_fast",fast,5,1.054976,0.083910,101.144978,10.757995
Surge-Spiral,House18,"1,2-4,5_slow",slow,5,1.204847,0.140960,190.124922,31.902691
Surge-Spiral,House18,"5,3-1_fast",fast,5,1.225527,0.161747,134.823488,9.429336
Surge-Spiral,House18,"5,3-1_slow",slow,5,1.259485,0.160382,140.328439,20.786477
Surge-Spiral,House19,"2,4-1,5_fast",fast,5,1.192767,0.120788,192.108654,19.693870
Surge-Spiral,House19,"2,4-1,5_slow",slow,5,1.189302,0.181247,191.787230,31.897157
Surge-Spiral,House19,"4,5-1_fast",fast,5,0.848031,0.029666,85.065114,15.404115
Surge-Spiral,House19,"4,5-1_slow",slow,5,1.046212,0.098310,206.762303,21.609694
Surge-Spiral,House20,"2-1,4_fast",fast,5,0.890199,0.041226,92.478039,16.329520
Surge-Spiral,House20,"2-1,4_slow",slow,5,0.997050,0.033637,180.609924,25.903911
Surge-Spiral,House20,4-1_fast,fast,5,1.011262,0.044269,135.498869,10.809961
Surge-Spiral,House20,4-1_slow,slow,5,1.169246,0.155304,191.805003,24.257553
Surge-Spiral,House21,"1,2,5-9,10_fast",fast,5,1.047018,0.048487,86.851432,15.326954
Surge-Spiral,House21,"1,2,5-9,10_slow",slow,5,1.232841,0.208587,123.786048,13.024916
Surge-Spiral,House21,"6,8-1,2_fast",fast,5,1.068145,0.047655,119.185103,18.580407
Surge-Spiral,House21,"6,8-1,2_slow",slow,5,1.246757,0.202359,176.721027,16.672548
Surge-Spiral,House22,2-5_fast,fast,5,1.727936,0.214579,83.037551,12.430927
Surge-Spiral,House22,2-5_slow,slow,5,1.381572,0.233405,83.376082,9.920403
Surge-Spiral,House22,6-1_fast,fast,5,1.283519,0.126793,78.368916,16.851274
Surge-Spiral,House22,6-1_slow,slow,5,2.098612,0.264868,154.799038,18.765826
Surge-Spiral,House23,"13,14-5,6,10_fast",fast,5,2.735379,0.333541,71.941762,16.261964
Surge-Spiral,House23,"13,14-5,6,10_slow",slow,5,2.074045,0.418338,71.633389,6.557931
Surge-Spiral,House23,"15-6,10_fast",fast,5,1.177943,0.123844,46.956116,4.698338
Surge-Spiral,House23,"15-6,10_slow",slow,5,2.875294,0.510985,114.039366,9.426704
Surge-Spiral,House24,"2,4-1_fast",fast,5,2.025221,0.319449,47.585409,3.722669
Surge-Spiral,House24,"2,4-1_slow",slow,5,2.429842,0.460952,73.234922,10.303111
Surge-Spiral,House24,2-1_fast,fast,5,1.486719,0.227047,46.306987,3.462618
Surge-Spiral,House24,2-1_slow,slow,5,2.560575,0.260003,75.898708,13.899849
Surge-Spiral,House25,"2,7-3_fast",fast,5,1.921729,0.361874,73.506947,16.199495
Surge-Spiral,House25,"2,7-3_slow",slow,5,2.421006,0.350922,95.849270,12.907922
Surge-Spiral,House25,"3,4-1,7_fast",fast,5,1.498065,0.174258,44.514076,3.477218
Surge-Spiral,House25,"3,4-1,7_slow",slow,5,1.861552,0.250483,68.362905,6.854071
Surge-Spiral,House26,"4,5-1,3_fast",fast,5,1.565406,0.276373,59.679571,7.738625
Surge-Spiral,House26,"4,5-1,3_slow",slow,5,1.238243,0.098540,78.200181,15.029609
Surge-Spiral,House26,"5,6-3_fast",fast,5,1.576878,0.306305,94.121993,12.115148
Surge-Spiral,House26,"5,6-3_slow",slow,5,2.685810,0.340640,141.349129,20.302627
Surge-Spiral,House27,"3,4-9_fast",fast,5,1.081670,0.106531,81.497650,12.617238
Surge-Spiral,House27,"3,4-9_slow",slow,5,2.098653,0.280052,165.340667,20.559838
Surge-Spiral,House27,"7,8,9-1,2,3,4_fast",fast,5,1.422218,0.179269,96.974188,16.554962
Surge-Spiral,House27,"7,8,9-1,2,3,4_slow",slow,5,1.262236,0.149239,124.657418,14.690749
Surge-Spiral,House28,"5,7-2,3_fast",fast,5,1.103753,0.140790,68.673897,10.975938
Surge-Spiral,House28,"5,7-2,3_slow",slow,5,1.476500,0.114210,160.560819,25.770901
Surge-Spiral,House28,"8-1,3_fast",fast,5,1.153757,0.158452,91.764596,6.718104
Surge-Spiral,House28,"8-1,3_slow",slow,5,1.556103,0.184072,126.158824,19.569799
Surge-Spiral,House29,1-3_fast,fast,5,1.717799,0.281111,112.922770,6.848266
Surge-Spiral,House29,1-3_slow,slow,5,1.678283,0.280546,105.695203,14.718198
Surge-Spiral,House29,3-1_fast,fast,5,1.044183,0.068780,50.689155,4.475878
Surge-Spiral,House29,3-1_slow,slow,5,1.519858,0.239223,126.822832,17.624115
Surge-Spiral,House30,"1,8-5_fast",fast,5,2.350341,0.424772,78.328630,7.751794
Surge-Spiral,House30,"1,8-5_slow",slow,5,3.080448,0.549701,96.083961,18.662751
Surge-Spiral,House30,"7,8-3,4_fast",fast,5,1.515010,0.254029,48.386157,3.194876
Surge-Spiral,House30,"7,8-3,4_slow",slow,5,1.598285,0.186301,72.839380,14.754636
